,Time (UTC+10),Regions NSW Trading Price ($/MWh),Regions SA Trading Price ($/MWh),Regions TAS Trading Price ($/MWh),Regions VIC Trading Price ($/MWh),Regions NSW Trading Total Intermittent Generation (MW),Regions SA Trading Total Intermittent Generation (MW),Regions TAS Trading Total Intermittent Generation (MW),Regions VIC Trading Total Intermittent Generation (MW),Regions NSW Operational Demand (MW),Regions SA Operational Demand (MW),Regions TAS Operational Demand (MW),Regions VIC Operational Demand (MW),Daily global solar exposure (MJ/m*m),Date,New VIC Covid Cases,date,Maximum temperature (Degree C)
18387,2021-02-11 01:30:00,34.01,29.48,26.15,27.62,3.2,128.65,146.36,140.17,6548,1532,986,4580,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18388,2021-02-11 02:00:00,35.47,23.41,21.19,21.47,3.14,141.93,152.0,148.14,6350,1479,969,4436,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18389,2021-02-11 02:30:00,33.64,12.25,11.67,11.02,1.95,136.2,151.08,172.32,6215,1471,970,4315,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18390,2021-02-11 03:00:00,34.63,9.44,21.74,8.44,1.97,105.67,149.4,200.45,6184,1474,975,4279,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18391,2021-02-11 03:30:00,34.82,8.57,32.24,7.73,1.51,108.88,154.71,222.13,6150,1455,987,4273,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18392,2021-02-11 04:00:00,36.1,-9.78,32.24,-8.94,1.21,103.6,152.38,234.18,6245,1440,995,4296,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18393,2021-02-11 04:30:00,35.21,11.59,30.43,11.21,0.95,107.68,154.13,245.67,6403,1425,1015,4381,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18394,2021-02-11 05:00:00,34.62,9.63,32.18,9.44,0.03,111.43,155.39,234.99,6617,1443,1046,4526,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18395,2021-02-11 05:30:00,37.94,23.09,32.31,23.58,0.15,130.26,157.58,222.07,7028,1462,1114,4803,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18396,2021-02-11 06:00:00,40.2,26.67,27.36,21.53,-0.05,155.48,159.37,215.39,7390,1542,1169,5038,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18397,2021-02-11 06:30:00,35.47,29.01,31.63,28.8,2.55,159.46,153.61,217.61,7593,1611,1217,5349,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18398,2021-02-11 07:00:00,34.83,29.57,32.13,30.22,11.36,166.83,154.88,214.73,7702,1688,1246,5498,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18399,2021-02-11 07:30:00,30.53,27.44,31.94,27.2,22.64,149.53,156.39,216.88,7670,1730,1238,5500,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18400,2021-02-11 08:00:00,29.49,17.65,23.64,16.85,30.53,125.42,158.24,208.09,7529,1682,1195,5472,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18401,2021-02-11 08:30:00,30.59,7.44,14.1,7.86,34.26,126.02,158.03,203.32,7420,1693,1177,5487,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18402,2021-02-11 09:00:00,29.43,8.64,19.47,8.28,40.49,120.73,159.37,209.7,7262,1721,1159,5421,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18403,2021-02-11 09:30:00,32.86,2.92,19.05,2.11,47.89,124.41,156.46,219.82,7165,1783,1126,5453,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18404,2021-02-11 10:00:00,30.79,16.25,25.18,14.91,57.21,93.48,153.38,230.21,7081,1799,1119,5550,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18405,2021-02-11 10:30:00,33.65,-1.49,15.55,-3.06,56.41,87.88,153.98,203.69,7016,1801,1117,5652,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18406,2021-02-11 11:00:00,32.65,17.47,25.61,18.04,67.04,133.63,153.68,179.18,6979,1859,1123,5853,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18407,2021-02-11 11:30:00,32.09,13.94,20.5,14.12,71.26,162.63,153.36,198.45,6968,1923,1121,6005,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18408,2021-02-11 12:00:00,32.3,30.89,32.16,31.4,78.37,162.35,153.52,213.9,7015,1983,1121,6255,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18409,2021-02-11 12:30:00,34.75,38.09,35.08,38.29,81.14,142.83,153.07,221.16,7086,2004,1118,6360,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18410,2021-02-11 13:00:00,37.03,40.96,37.14,40.9,74.76,134.2,153.16,248.15,7225,2032,1120,6562,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18411,2021-02-11 13:30:00,34.77,40.8,41.39,39.67,46.12,114.03,146.4,220.46,7309,2109,1130,6705,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18412,2021-02-11 14:00:00,37.61,45.84,42.53,43.9,53.19,100.51,141.05,215.1,7450,2182,1139,6859,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18413,2021-02-11 14:30:00,33.53,37.9,35.17,37.68,48.6,151.23,141.62,219.77,7619,2141,1155,7039,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18414,2021-02-11 15:00:00,35.51,38.61,35.99,38.77,47.8,207.6,152.2,234.06,7951,2155,1166,7189,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18415,2021-02-11 15:30:00,34.99,35.44,34.04,36.81,47.12,229.49,151.82,227.55,8246,2163,1177,7301,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18416,2021-02-11 16:00:00,36.79,35.16,34.64,37.42,46.86,239.48,150.11,235.16,8552,2193,1203,7342,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18417,2021-02-11 16:30:00,37.87,35.33,34.14,37.2,42.5,208.75,139.93,276.53,8798,2180,1192,7361,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18418,2021-02-11 17:00:00,40.01,38.26,36.2,38.84,40.53,158.07,138.3,308.46,9129,2050,1221,7449,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18419,2021-02-11 17:30:00,38.35,32.74,33.07,34.67,27.24,173.26,133.4,352.8,9281,1991,1236,7405,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18420,2021-02-11 18:00:00,51.63,41.61,42.74,46.71,24.96,192.54,121.84,301.55,9383,1883,1243,7355,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18421,2021-02-11 18:30:00,59.28,46.64,42.28,51.05,26.39,156.59,134.26,297.71,9289,1825,1232,7244,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18422,2021-02-11 19:00:00,64.16,57.42,51.86,59.22,19.8,116.43,129.94,280.51,9117,1786,1213,7161,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18423,2021-02-11 19:30:00,56.15,55.36,44.74,53.63,15.73,93.92,137.69,253.01,9047,1771,1212,7105,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18424,2021-02-11 20:00:00,54.37,55.66,47.33,53.44,6.72,101.18,135.3,188.49,8937,1760,1206,6927,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18425,2021-02-11 20:30:00,42.0,44.5,36.04,40.22,0.01,103.87,98.39,174.6,8595,1758,1181,6656,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18426,2021-02-11 21:00:00,40.5,44.51,36.05,39.44,0.23,147.43,82.25,203.95,8338,1721,1164,6289,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18427,2021-02-11 21:30:00,35.82,46.49,32.28,34.89,0.37,129.11,102.23,239.62,8179,1691,1137,5992,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18428,2021-02-11 22:00:00,33.57,42.26,29.97,32.45,0.29,118.18,128.74,211.2,7989,1633,1119,5711,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18429,2021-02-11 22:30:00,35.87,39.72,27.58,34.08,0.92,125.04,130.85,208.66,7871,1557,1086,5470,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18430,2021-02-11 23:00:00,33.53,33.18,28.37,30.67,2.22,127.07,120.89,190.57,7697,1486,1055,5283,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18431,2021-02-11 23:30:00,34.04,29.57,31.75,30.44,3.65,119.03,115.3,169.75,7510,1457,1042,5354,16.0,2021-02-11 00:00:00,2.0,2021-02-11 00:00:00,32.8
18432,2021-02-12 00:00:00,34.06,32.68,29.44,31.4,3.96,105.86,106.18,157.08,7355,1607,1003,5282,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18433,2021-02-12 00:30:00,34.51,33.75,30.76,31.51,6.1,113.66,130.38,170.1,7132,1583,989,5025,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18434,2021-02-12 01:00:00,31.28,29.92,37.9,28.33,10.85,121.17,153.9,180.65,6935,1535,986,4849,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18435,2021-02-12 01:30:00,30.76,29.91,50.55,27.93,16.33,106.03,156.19,194.93,6653,1438,983,4772,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18436,2021-02-12 02:00:00,27.13,25.34,55.34,23.52,16.64,103.0,152.29,185.53,6488,1384,984,4637,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18437,2021-02-12 02:30:00,26.06,20.1,25.31,19.38,33.17,100.6,152.96,180.7,6336,1341,993,4563,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18438,2021-02-12 03:00:00,26.12,22.05,23.15,21.28,39.86,108.21,149.54,176.79,6301,1324,1007,4482,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18439,2021-02-12 03:30:00,27.48,24.5,23.48,24.07,48.27,116.82,136.23,159.28,6289,1295,1012,4507,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18440,2021-02-12 04:00:00,27.74,23.34,22.27,23.02,48.55,99.34,131.52,183.58,6362,1288,1013,4492,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18441,2021-02-12 04:30:00,31.41,28.88,16.58,27.64,40.06,103.71,140.57,204.18,6509,1297,1020,4598,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18442,2021-02-12 05:00:00,32.52,30.96,13.66,28.91,38.6,92.03,145.91,180.9,6689,1322,1047,4709,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18443,2021-02-12 05:30:00,35.83,34.4,30.76,31.8,57.77,78.53,146.11,163.24,7112,1336,1089,4931,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18444,2021-02-12 06:00:00,36.79,37.92,32.4,33.94,67.87,85.01,151.25,224.37,7439,1406,1135,5198,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18445,2021-02-12 06:30:00,35.64,39.54,33.7,34.95,81.19,84.47,149.21,202.1,7721,1466,1192,5495,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18446,2021-02-12 07:00:00,36.76,43.95,40.09,37.71,82.43,80.72,141.23,201.12,7885,1526,1196,5673,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18447,2021-02-12 07:30:00,33.8,44.04,32.66,34.08,55.68,62.0,146.84,210.64,7940,1537,1184,5674,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18448,2021-02-12 08:00:00,35.19,42.3,32.61,34.96,67.64,59.08,131.65,221.05,7879,1488,1159,5675,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18449,2021-02-12 08:30:00,33.25,38.45,31.36,32.68,76.84,69.69,126.94,238.34,7917,1425,1136,5657,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18450,2021-02-12 09:00:00,34.71,36.65,33.5,32.86,67.22,70.05,124.18,221.21,7877,1351,1122,5555,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18451,2021-02-12 09:30:00,34.83,34.05,29.66,31.44,45.82,53.84,114.22,210.75,7872,1267,1076,5413,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18452,2021-02-12 10:00:00,32.04,29.74,26.55,28.55,58.41,61.71,111.23,200.36,7838,1195,1050,5301,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18453,2021-02-12 10:30:00,28.67,25.91,23.04,24.82,144.96,36.24,106.52,173.87,7772,1108,1023,5173,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18454,2021-02-12 11:00:00,28.08,24.01,22.49,24.1,169.19,38.92,100.38,160.95,7862,1056,1005,5045,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18455,2021-02-12 11:30:00,28.56,23.04,33.05,23.26,171.53,45.37,79.08,152.41,8058,1027,990,4874,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18456,2021-02-12 12:00:00,29.87,18.91,18.78,19.92,170.92,54.78,71.62,145.2,8249,923,980,4752,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18457,2021-02-12 12:30:00,31.91,10.8,10.5,11.99,138.45,62.07,77.61,137.32,8251,799,996,4652,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18458,2021-02-12 13:00:00,29.28,-27.79,2.85,3.55,74.61,70.15,67.79,155.57,8106,740,998,4559,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18459,2021-02-12 13:30:00,29.62,-41.08,8.94,9.28,83.02,83.38,89.05,144.39,8168,743,1022,4536,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18460,2021-02-12 14:00:00,34.64,-96.35,9.24,8.94,78.8,80.72,84.82,134.4,8496,783,1038,4565,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18461,2021-02-12 14:30:00,38.55,-61.09,21.07,13.28,68.42,77.46,88.29,164.58,8908,796,1045,4549,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18462,2021-02-12 15:00:00,38.18,-72.9,31.17,16.31,57.34,55.2,82.87,147.62,9453,785,1038,4599,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18463,2021-02-12 15:30:00,38.01,-20.7,38.85,23.61,55.88,62.35,92.89,171.5,9725,809,1046,4704,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18464,2021-02-12 16:00:00,43.67,-28.02,31.25,25.77,41.37,60.37,78.78,185.9,9883,865,1059,4885,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18465,2021-02-12 16:30:00,44.58,19.97,30.93,25.61,50.34,82.52,117.09,197.24,10219,923,1079,5007,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18466,2021-02-12 17:00:00,42.39,31.42,36.29,34.3,46.48,110.65,124.58,207.53,10237,991,1095,5164,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18467,2021-02-12 17:30:00,40.72,26.29,30.72,29.06,54.05,148.66,125.03,185.75,10090,1112,1100,5205,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18468,2021-02-12 18:00:00,43.12,32.1,34.57,34.05,28.32,121.04,131.35,189.88,10005,1216,1118,5313,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18469,2021-02-12 18:30:00,43.85,34.79,7.5,34.73,22.61,103.87,102.51,196.71,9821,1324,1116,5315,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18470,2021-02-12 19:00:00,47.74,42.38,17.22,39.78,24.54,102.87,107.1,210.9,9658,1410,1111,5321,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18471,2021-02-12 19:30:00,46.44,44.43,22.09,40.13,23.64,102.25,117.38,208.6,9498,1486,1105,5306,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18472,2021-02-12 20:00:00,42.37,42.64,35.01,37.57,0.11,97.6,119.63,211.62,9303,1519,1121,5289,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18473,2021-02-12 20:30:00,38.67,39.1,37.43,34.79,0.75,93.23,117.49,221.51,9032,1522,1109,5190,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18474,2021-02-12 21:00:00,34.35,34.64,35.33,31.01,1.2,99.25,99.96,184.61,8747,1503,1100,5065,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18475,2021-02-12 21:30:00,34.19,35.68,33.04,30.72,1.56,102.99,95.92,192.39,8574,1474,1084,4934,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18476,2021-02-12 22:00:00,34.19,36.9,58.05,30.9,11.83,94.4,90.6,186.72,8434,1437,1059,4801,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18477,2021-02-12 22:30:00,38.39,38.44,31.98,32.77,9.13,74.35,85.8,180.52,8314,1396,1030,4700,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18478,2021-02-12 23:00:00,36.23,36.71,32.03,31.87,9.38,85.56,97.74,157.81,8107,1368,1018,4634,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18479,2021-02-12 23:30:00,35.94,36.81,32.13,32.58,8.27,76.07,89.5,135.72,7902,1351,991,4778,19.4,2021-02-12 00:00:00,5.0,2021-02-12 00:00:00,23.3
18480,2021-02-13 00:00:00,36.07,49.45,32.11,33.67,9.06,67.65,84.79,138.19,7667,1497,987,4742,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18481,2021-02-13 00:30:00,37.59,46.76,32.59,33.39,15.52,68.26,84.23,142.07,7452,1479,973,4356,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18482,2021-02-13 01:00:00,35.73,48.11,31.34,31.01,21.81,53.65,79.77,152.41,7228,1430,965,4345,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18483,2021-02-13 01:30:00,35.31,38.0,31.06,31.12,26.15,31.18,86.25,156.28,6895,1342,966,4290,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18484,2021-02-13 02:00:00,34.03,35.81,29.93,29.69,43.73,32.46,94.9,184.85,6694,1289,965,4171,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18485,2021-02-13 02:30:00,34.59,38.08,29.89,29.37,55.64,45.81,103.72,184.96,6546,1255,962,4089,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18486,2021-02-13 03:00:00,34.11,52.28,29.46,28.95,44.39,50.95,109.18,185.53,6465,1244,959,4013,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18487,2021-02-13 03:30:00,34.77,61.09,30.02,29.2,23.16,50.17,93.06,189.23,6433,1223,962,4030,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18488,2021-02-13 04:00:00,35.47,55.55,30.65,29.92,5.04,39.14,84.56,181.91,6429,1203,971,4000,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18489,2021-02-13 04:30:00,35.46,74.44,27.9,27.31,2.93,47.66,71.96,178.77,6499,1205,968,4044,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18490,2021-02-13 05:00:00,35.47,63.14,31.28,30.61,2.79,38.61,79.72,181.75,6592,1209,973,4088,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18491,2021-02-13 05:30:00,36.17,58.63,31.6,31.45,2.23,26.26,94.64,173.62,6767,1215,985,4149,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18492,2021-02-13 06:00:00,35.95,54.98,32.75,32.42,3.06,35.69,71.48,151.54,6896,1243,997,4176,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18493,2021-02-13 06:30:00,35.49,59.28,33.36,32.74,3.41,25.57,66.48,133.55,7128,1254,1016,4199,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18494,2021-02-13 07:00:00,35.14,60.14,33.6,32.48,12.66,26.46,54.51,119.6,7372,1266,1040,4225,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18495,2021-02-13 07:30:00,34.73,39.63,33.31,32.14,23.74,26.17,56.24,103.01,7666,1232,1057,4215,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18496,2021-02-13 08:00:00,38.36,22.02,28.65,19.33,33.71,25.92,55.72,115.07,7866,1154,1071,4160,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18497,2021-02-13 08:30:00,42.84,-22.69,34.15,-20.67,36.98,24.85,52.8,125.71,7989,1107,1066,4100,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18498,2021-02-13 09:00:00,38.56,-21.78,33.01,-20.1,49.01,20.21,53.42,122.23,7962,1079,1065,4008,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18499,2021-02-13 09:30:00,33.97,-2.42,32.28,-2.14,52.98,17.35,60.61,100.67,7901,1011,1053,4012,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18500,2021-02-13 10:00:00,34.66,-3.65,32.27,-3.56,62.53,27.26,62.93,100.51,7870,944,1042,3977,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18501,2021-02-13 10:30:00,33.22,7.36,32.28,7.44,58.83,28.26,61.04,88.48,7785,850,1023,4038,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18502,2021-02-13 11:00:00,35.4,-28.09,32.27,-28.77,76.13,28.24,59.35,125.03,7737,793,1009,4103,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18503,2021-02-13 11:30:00,35.15,-25.88,21.69,-26.47,83.76,32.83,59.26,120.43,7570,774,982,4032,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18504,2021-02-13 12:00:00,34.9,-31.15,32.26,-32.6,94.36,24.65,63.32,100.36,7493,710,997,3982,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18505,2021-02-13 12:30:00,33.9,-43.64,32.26,-45.34,113.14,28.0,73.96,118.84,7368,656,987,3947,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18506,2021-02-13 13:00:00,35.07,-43.99,32.28,-45.97,122.05,32.63,74.86,119.48,7301,638,1004,3885,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18507,2021-02-13 13:30:00,35.07,-47.94,32.28,-49.87,111.61,28.24,55.09,110.67,7316,625,989,3808,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18508,2021-02-13 14:00:00,34.67,-51.97,32.28,-54.4,129.94,31.19,80.26,131.31,7322,601,959,3728,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18509,2021-02-13 14:30:00,33.33,-37.54,32.28,-40.25,129.57,32.52,91.45,150.94,7394,593,964,3700,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18510,2021-02-13 15:00:00,30.68,-37.32,32.75,-40.11,133.56,35.13,76.37,162.98,7439,622,999,3748,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18511,2021-02-13 15:30:00,31.89,-40.98,32.86,-43.94,133.1,32.66,81.18,163.59,7498,667,1002,3739,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18512,2021-02-13 16:00:00,32.33,-37.39,39.28,-41.03,136.97,33.98,64.6,172.17,7629,736,1042,3855,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18513,2021-02-13 16:30:00,31.88,-31.1,43.11,-34.29,127.7,35.37,72.08,181.68,7678,796,1058,4042,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18514,2021-02-13 17:00:00,35.7,-19.02,54.97,-20.74,118.78,40.58,68.93,178.22,7791,893,1067,4303,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18515,2021-02-13 17:30:00,34.68,-15.17,57.25,-15.77,118.26,44.32,50.42,190.4,7789,1021,1084,4560,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18516,2021-02-13 18:00:00,37.7,-0.91,40.18,-1.09,116.0,56.04,56.01,178.32,7859,1134,1092,4727,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18517,2021-02-13 18:30:00,31.03,27.22,39.09,26.35,95.76,69.85,63.25,168.58,7820,1240,1085,4803,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18518,2021-02-13 19:00:00,35.47,33.94,33.15,31.74,87.43,70.48,62.69,164.95,7807,1335,1081,4851,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18519,2021-02-13 19:30:00,35.47,35.06,33.02,32.06,115.5,70.62,59.2,156.8,7769,1396,1074,4865,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18520,2021-02-13 20:00:00,35.81,37.67,34.54,33.66,106.8,71.76,56.85,149.35,7668,1423,1079,4875,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18521,2021-02-13 20:30:00,35.27,37.23,33.94,33.0,110.49,79.78,49.97,149.55,7524,1419,1075,4818,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18522,2021-02-13 21:00:00,35.47,36.83,33.71,32.69,112.67,81.59,55.3,140.98,7384,1411,1067,4690,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18523,2021-02-13 21:30:00,35.63,36.64,33.34,32.45,99.68,83.6,55.46,127.63,7325,1370,1047,4593,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18524,2021-02-13 22:00:00,35.09,35.0,32.38,31.39,86.35,84.08,50.96,109.79,7235,1345,1028,4474,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18525,2021-02-13 22:30:00,36.64,34.49,32.71,31.6,69.1,70.77,48.61,99.94,7186,1312,1005,4394,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
18526,2021-02-13 23:00:00,35.49,30.78,30.84,29.17,50.02,66.79,43.85,91.21,7047,1304,968,4367,19.9,2021-02-13 00:00:00,1.0,2021-02-13 00:00:00,20.8
